key_droid	key_apple	base_value	lang_value	base_note
	dozeWholeGrains.Serving.Imperial.3	½ a bagel or English muffin		
	dozeWholeGrains.Serving.Imperial.4	3 cups popped popcorn		
	dozeWholeGrains.Serving.Metric.0	100 g hot cereal or cooked grains, pasta, or corn kernels		
	dozeWholeGrains.Serving.Metric.1	50 g cold cereal		
	dozeWholeGrains.Serving.Metric.2	1 tortilla or slice of bread		
	dozeWholeGrains.Serving.Metric.3	½ a bagel or English muffin		
	dozeWholeGrains.Serving.Metric.4	30 g popped popcorn		
	dozeWholeGrains.Variety.Text.0	Barley		
	dozeWholeGrains.Variety.Text.1	Buckwheat		
	dozeWholeGrains.Variety.Text.2	Millet		
	dozeWholeGrains.Variety.Text.3	Oats		
	dozeWholeGrains.Variety.Text.4	Popcorn		
	dozeWholeGrains.Variety.Text.5	Quinoa		
	dozeWholeGrains.Variety.Text.6	Rye		
	dozeWholeGrains.Variety.Text.7	Teff		
	dozeWholeGrains.Variety.Text.8	Whole-wheat pasta		
	dozeWholeGrains.Variety.Topic.0	topics/barley		
	dozeWholeGrains.Variety.Topic.1	topics/buckwheat		
	dozeWholeGrains.Variety.Topic.2	topics/millet		
	dozeWholeGrains.Variety.Topic.3	topics/oats		
	dozeWholeGrains.Variety.Topic.4	topics/popcorn		
	dozeWholeGrains.Variety.Topic.5	topics/quinoa		
	dozeWholeGrains.Variety.Topic.6	topics/rye		
	dozeWholeGrains.Variety.Topic.7	topics/teff		
	dozeWholeGrains.Variety.Topic.8	topics/pasta		
	dozeWholeGrains.heading	Whole Grains	Whole Grains	
	dozeWholeGrains.topic	topics/grains		
	historyRecord.movingMean	Moving Average	Moving Average	
	historyRecordDoze.heading	Servings History	Servings History	
	historyRecordDoze.legend	Servings	Servings	
	historyRecordTweak.heading	Tweaks History	Tweaks History	
	historyRecordTweak.legend	Tweaks	Tweaks	
	historyRecordWeight.heading	Weight History	Weight History	
	historyRecordWeight.legendEvening	Evening	Evening	
	historyRecordWeight.legendMorning	Morning	Morning	
	historyRecordWeight.titleImperial	Weight (lbs)	Weight (lbs)	
	historyRecordWeight.titleMetric	Weight (kg)	Weight (kg)	
	info.about.title	About this app	About this app	
	navtab.doze	Daily Dozen	Daily Dozen	
	navtab.info	Info	Info	
	navtab.preferences	Settings	Settings	
	navtab.tweaks	21 Tweaks	21 Tweaks	
	otherOmega3.heading	Plant-based Omega 3s	Plant-based Omega 3s	
	otherVitaminB12.heading	Vitamin B12	Vitamin B12	
	otherVitaminB12.topic	topics/vitamin-b12		
	otherVitaminD.heading	Vitamin D	Vitamin D	
	reminder.alert.text	Update your servings for today	Update your servings for today	
	reminder.heading	Daily Reminder	Daily Reminder	
	reminder.settings.enable	Enable Reminders	Enable Reminders	
	reminder.settings.sound	Play Sound	Play Sound	
	reminder.settings.time	Remind me at	Remind me at	
	reminder.settings.vibrate	Vibrate	Vibrate	
	reminder.state.off	Off	Off	
	reminder.state.on	On	On	
	settings.tweak.header	21 Tweaks Visibility	21 Tweaks Visibility	
	settings.units.header	Measurement Units	Measurement Units	
	streakDaysFormat	%d days	%d days	
	tweakCompleteIntentions.Activity.Imperial	Complete Your Implementation Intentions		
	tweakCompleteIntentions.Activity.Metric	Complete Your Implementation Intentions		
	tweakCompleteIntentions.Description.0	Every two months, create three new implementation intentions—"if X, then Y" plans to perform a particular behavior in a specific context—and check each one of them off as you complete them every day.		
	tweakCompleteIntentions.heading	Complete Your Implementation Intentions	Complete Intentions	
	tweakCompleteIntentions.topic			
	tweakDailyBlackCumin.Activity.Imperial	Black Cumin (Nigella sativa) (¼ tsp)		
	tweakDailyBlackCumin.Activity.Metric	Black Cumin (Nigella sativa) (¼ tsp)		
	tweakDailyBlackCumin.Description.0	As noted in the Appetite Suppression section, a systematic review and meta-analysis of randomized, controlled weight-loss trials found that about a quarter teaspoon of black cumin powder every day appears to reduce body mass index within a span of a couple of months. Note that black cumin is different from regular cumin, for which the dosing is different.		
	tweakDailyBlackCumin.heading	Black Cumin (¼ tsp)	Black Cumin	
	tweakDailyBlackCumin.topic			
	tweakDailyCumin.Activity.Imperial	Cumin (Cuminum cyminum) (½ tsp with lunch and dinner)		
	tweakDailyCumin.Activity.Metric	Cumin (Cuminum cyminum) (½ tsp with lunch and dinner)		
	tweakDailyCumin.Description.0	Overweight women randomized to add a half teaspoon of cumin to their lunches and dinners beat out the control group by four more pounds and an extra inch off their waists. There is also evidence to support the use of the spice saffron, but a pinch a day would cost a dollar, whereas a teaspoon of cumin costs less than ten cents.		
	tweakDailyCumin.heading	Cumin (½ tsp with lunch and dinner)	Cumin	
	tweakDailyCumin.topic			
	tweakDailyDeflourDiet.Activity.Imperial	Deflour Your Diet		
	tweakDailyDeflourDiet.Activity.Metric	Deflour Your Diet		
	tweakDailyDeflourDiet.Description.0	Check this box every day your whole grain servings are in the form of intact grains. The powdering of even 100 percent whole grains robs our microbiomes of the starch that would otherwise be ferried down to our colons enclosed in unbroken cell walls.		
	tweakDailyDeflourDiet.heading	Deflour Your Diet	Deflour Diet	
	tweakDailyDeflourDiet.topic			
	tweakDailyFrontLoad.Activity.Imperial	Front-Load Your Calories		
	tweakDailyFrontLoad.Activity.Metric	Front-Load Your Calories		
	tweakDailyFrontLoad.Description.0	There are metabolic benefits to distributing more calories to earlier in the day, so make breakfast (ideally) or lunch your largest meal of the day in true king/prince/pauper style.		
	tweakDailyFrontLoad.heading	Front-Load Your Calories	Front-load Calories	
	tweakDailyFrontLoad.topic			
	tweakDailyGarlic.Activity.Imperial	Garlic Powder (¼ tsp)		
	tweakDailyGarlic.Activity.Metric	Garlic Powder (¼ tsp)		
	tweakDailyGarlic.Description.0	Randomized, double-blind, placebo-controlled studies have found that as little as a daily quarter teaspoon of garlic powder can reduce body fat at a cost of perhaps two cents a day.		
	tweakDailyGarlic.heading	Garlic Powder (¼ tsp)	Garlic Powder	
	tweakDailyGarlic.topic			
	tweakDailyGinger.Activity.Imperial	Ground Ginger (1 tsp) or Cayenne Pepper (½ tsp)		
	tweakDailyGinger.Activity.Metric	Ground Ginger (1 tsp) or Cayenne Pepper (½ tsp)		
	tweakDailyGinger.Description.0	Randomized controlled trials have found that ¼ teaspoon to 1½ teaspoons a day of ground ginger significantly decreased body weight for just pennies a day. It can be as easy as stirring the ground spice into a cup of hot water. Note: Ginger may work better in the morning than evening. Chai tea is a tasty way to combine the green tea and ginger tricks into a single beverage. Alternately, for BAT activation, you can add one raw jalapeño pepper or a half teaspoon of red pepper powder (or, presumably, crushed red pepper flakes) into your daily diet. To help beat the heat, you can very thinly slice or finely chop the jalapeño to reduce its bite to little prickles, or mix the red pepper into soup or the whole-food vegetable smoothie I featured in one of my cooking videos on NutritionFacts.org.		
	tweakDailyGinger.heading	Ground Ginger (1 tsp) or Cayenne Pepper (½ tsp)	Ginger or Cayenne	
	tweakDailyGinger.topic			
	tweakDailyGreenTea.Activity.Imperial	Green Tea (3 cups)		
	tweakDailyGreenTea.Activity.Metric	Green Tea (3 cups)		
	tweakDailyGreenTea.Description.0	Drink three cups a day between meals (waiting at least an hour after a meal so as to not interfere with iron absorption). During meals, drink water, black coffee, or hibiscus tea mixed 6:1 with lemon verbena, but never exceed three cups of fluid an hour (important given my water preloading advice). Take advantage of the reinforcing effect of caffeine by drinking your green tea along with something healthy you wish you liked more, but don't consume large amounts of caffeine within six hours of bedtime. Taking your tea without sweetener is best, but if you typically sweeten your tea with honey or sugar, try yacon syrup instead.		
	tweakDailyGreenTea.heading	Green Tea (3 cups)	Green Tea	
	tweakDailyGreenTea.topic			
	tweakDailyHydrate.Activity.Imperial	Stay Hydrated		
	tweakDailyHydrate.Activity.Metric	Stay Hydrated		
	tweakDailyHydrate.Description.0	Check this box if your urine never appears darker than a pale yellow.ⓃⓃNote that if you're eating riboflavin-fortified foods (such as nutritional yeast), then base this instead on getting nine cups of unsweetened beverages a day for women (which would be taken care of by the green tea and water preloading recommendations) or thirteen cups a day for men.ⓃⓃIf you have heart or kidney issues, don't increase fluid intake at all without first talking with your physician.ⓃⓃRemember, diet soda may be calorie-free, but it's not consequence-free, as we learned in the Low in Added Sugar section.		
	tweakDailyHydrate.heading	Stay Hydrated	Stay Hydrated	
	tweakDailyHydrate.topic			
	tweakDailyNutriYeast.Activity.Imperial	Nutritional Yeast (2 tsp)		
	tweakDailyNutriYeast.Activity.Metric	Nutritional Yeast (2 tsp)		
	tweakDailyNutriYeast.Description.0	Two teaspoons of baker's, brewer's, or nutritional yeast contains roughly the amount of beta 1,3/1,6 glucans found in randomized, double-blind, placebo-controlled clinical trials to facilitate weight loss.		
	tweakDailyNutriYeast.heading	Nutritional Yeast (2 tsp)	Nutritional Yeast	
	tweakDailyNutriYeast.topic			
	tweakDailyTimeRestrict.Activity.Imperial	Time-Restrict Your Eating		
	tweakDailyTimeRestrict.Activity.Metric	Time-Restrict Your Eating		
	tweakDailyTimeRestrict.Description.0	Confine eating to a daily window of time of your choosing under twelve hours in length that you can stick to consistently, seven days a week. Given the circadian benefits of reducing evening food intake, the window should end before 7:00 p.m.		
	tweakDailyTimeRestrict.heading	Time-Restrict Your Eating	Time-restrict Eating	
	tweakDailyTimeRestrict.topic			
	tweakExerciseTiming.Activity.Imperial	Optimize Exercise Timing		
	tweakExerciseTiming.Activity.Metric	Optimize Exercise Timing		
	tweakExerciseTiming.Description.0	The Daily Dozen's recommendation for optimum exercise duration for longevity is ninety minutes of moderately intense activity a day, which is also the optimum exercise duration for weight loss. Anytime is good, and the more, the better, but there may be an advantage to exercising in a fasted state, at least six hours after your last meal. Typically, this would mean before breakfast, but if you timed it right, you could exercise midday before a late lunch or, if lunch is eaten early enough, before dinner. This is the timing for nondiabetics. Diabetics and prediabetics should instead start exercising thirty minutes after the start of a meal and ideally go for at least an hour to completely straddle the blood sugar peak. If you had to choose a single meal to exercise after, it would be dinner, due to the circadian rhythm of blood sugar control that wanes throughout the day. Ideally, though, breakfast would be the largest meal of the day, and you'd exercise after that—or, even better, after every meal.		
	tweakExerciseTiming.heading	Optimize Exercise Timing	Exercising Timing	
	tweakExerciseTiming.topic			
	tweakMeal20Minutes.Activity.Imperial	Follow the Twenty-Minute Rule		
	tweakMeal20Minutes.Activity.Metric	Follow the Twenty-Minute Rule		
	tweakMeal20Minutes.Description.0	Whether through increasing viscosity or the number of chews, or decreasing bite size and eating rate, dozens of studies have demonstrated that no matter how we boost the amount of time food is in our mouths, it can result in lower caloric intake. So extend meal duration to at least twenty minutes to allow your natural satiety signals to take full effect. How? By choosing foods that take longer to eat and eating them in a way that prolongs the time they stay in your mouth. Think bulkier, hardier, chewier foods in smaller, well-chewed bites.		
	tweakMeal20Minutes.heading	Follow the Twenty-Minute Rule	Twenty-minute Rule	
	tweakMeal20Minutes.topic			
	tweakMealNegCal.Activity.Imperial	Preload with "Negative Calorie" Foods		
	tweakMealNegCal.Activity.Metric	Preload with "Negative Calorie" Foods		
	tweakMealNegCal.Description.0	As the first course, start each meal with an apple or a Green Light soup or salad containing fewer than one hundred calories per cup.		
	tweakMealNegCal.heading	Preload with "Negative Calorie" Foods	Negative Calorie Preload	
	tweakMealNegCal.topic			
	tweakMealUndistracted.Activity.Imperial	Enjoy Undistracted Meals		
	tweakMealUndistracted.Activity.Metric	Enjoy Undistracted Meals		
	tweakMealUndistracted.Description.0	Don't eat while watching TV or playing on your phone. Give yourself a check for each meal you're able to eat without distraction.		
	tweakMealUndistracted.heading	Enjoy Undistracted Meals	Undistracted Meals	
	tweakMealUndistracted.topic			
	tweakMealVinegar.Activity.Imperial	Incorporate Vinegar (2 tsp with each meal)		
	tweakMealVinegar.Activity.Metric	Incorporate Vinegar (2 tsp with each meal)		
	tweakMealVinegar.Description.0	Never drink vinegar straight. Instead, flavor meals or dress a side salad with any of the sweet and savory vinegars out there. If you want to drink it, make sure to mix it in a glass of water and, afterward, be sure to rinse your mouth out with water to protect your tooth enamel.		
	tweakMealVinegar.heading	Incorporate Vinegar (2 tsp with each meal)	Incorporate Vinegar	
	tweakMealVinegar.topic			
	tweakMealWater.Activity.Imperial	Preload with Water		
	tweakMealWater.Activity.Metric	Preload with Water		
	tweakMealWater.Description.0	Time your metabolism-boosting two cups of cool or cold unflavored water before each meal to also take advantage of its preload benefits.		
	tweakMealWater.heading	Preload with Water	Preload Water	
	tweakMealWater.topic			
	tweakNightlyFast.Activity.Imperial	Fast After 7:00 p.m.		
	tweakNightlyFast.Activity.Metric	Fast After 7:00 p.m.		
	tweakNightlyFast.Description.0	Due to our circadian rhythms, food eaten at night is more fattening than the exact same food eaten earlier in the day, so fast every night for at least twelve hours starting before 7:00 p.m. The fewer calories after sundown, the better.		
	tweakNightlyFast.heading	Fast After 7:00 pm	Fast After 7:00 p.m.	
	tweakNightlyFast.topic			
	tweakNightlySleep.Activity.Imperial	Get Sufficient Sleep		
	tweakNightlySleep.Activity.Metric	Get Sufficient Sleep		
	tweakNightlySleep.Description.0	Check this box if you get at least seven hours of sleep at your regular bedtime.		
	tweakNightlySleep.heading	Get Sufficient Sleep	Sufficient Sleep	
	tweakNightlySleep.topic			
	tweakNightlyTrendelenbrug.Activity.Imperial	Experiment with Mild Trendelenburg		
	tweakNightlyTrendelenbrug.Activity.Metric	Experiment with Mild Trendelenburg		
	tweakNightlyTrendelenbrug.Description.0	Try spending at least four hours a night lying with your body tilted head-down six degrees by elevating the posts at the foot of your bed by eight inches (or by nine inches if you have a California king). Be extremely careful when you get out of bed, as this causes orthostatic intolerance in most people, even if you're young and healthy—meaning if you get up too fast, you can feel dizzy, faint, or light-headed and could fall and hurt yourself. So get up slowly. Drinking two cups of cold water thirty minutes before rising may also help prevent this potentially hazardous side effect.ⓃⓃIMPORTANT: Do not try this at home at all if you have any heart or lung issues, acid reflux, or problems with your brain (like head trauma) or eyes (even a family history of glaucoma disqualifies you). Also do not try this until you ask your physician if they think it's safe for you to sleep in mild Trendelenburg.		
	tweakNightlyTrendelenbrug.heading	Experiment with Mild Trendelenburg	Trendelenburg	
	tweakNightlyTrendelenbrug.topic			
	tweakWeightTwice.Activity.Imperial	Weigh Yourself Twice a Day		
	tweakWeightTwice.Activity.Metric	Weigh Yourself Twice a Day		
	tweakWeightTwice.Description.0	Regular self-weighing is considered crucial for long-term weight control, but there is insufficient evidence to support a specific frequency of weighing. My recommendation is based on the one study that found that twice daily—upon waking and right before bed—appeared superior to once a day (about six versus two pounds of weight loss over twelve weeks).		
	tweakWeightTwice.heading	Weigh Yourself Twice a Day	Weigh Twice Daily	
	tweakWeightTwice.topic			
	unitToggle.imperial	IMPERIAL	IMPERIAL	
	unitToggle.metric	METRIC	METRIC	
	urlSegment.base	https://nutritionfacts.org/	https://nutritionfacts.org/	
	urlSegment.lang			
	urlSegmentInfoMenu.book	book	book	
	urlSegmentInfoMenu.challenge	daily-dozen-challenge	daily-dozen-challenge	
	urlSegmentInfoMenu.cookbook	cookbook	cookbook	
	urlSegmentInfoMenu.diet	how-not-to-diet	how-not-to-diet	
	urlSegmentInfoMenu.donate	donate	donate	
	urlSegmentInfoMenu.source	open-source	open-source	
	urlSegmentInfoMenu.subscribe	subscribe	subscribe	
	urlSegmentInfoMenu.team	team	team	
	urlSegmentInfoMenu.videos	videos	videos	
	videos.link.label	VIDEOS	VIDEOS	
	weightEntry.heading	Weight	Weight	
	weightEntry.text.kg	kg	kg	
	weightEntry.text.lbs	lbs	lbs	
	Lef-Iw-Ywr.normalTitle	Daily Dozen + 21 Tweaks	Daily Dozen + 21 Tweaks	
	OdG-YQ-lT8.text	For Health and Weight Loss	For Health and Weight Loss	
	ReM-AP-Fpp.normalTitle	Daily Dozen Only	Daily Dozen Only	
	atR-un-jgX.text	For Health Alone	For Health Alone	
	iJb-Vn-TS0.text	Beans	Beans	
	m5s-0r-St1.text	Label	Label	
	xcg-0a-oqY.normalTitle	VIDEOS	VIDEOS	
	yct-Iw-M3s.text	Label	Label	
	eU6-je-hVN.text	Serving Sizes	Serving Sizes	
	3bd-8h-kcX.text	Units:	Units:	
	YVI-sV-TDX.text	Types	Types	
	1HM-mL-ZV9.text	Servings	Servings	
	ERa-UT-Rni.text	0 / 24	0 / 24	
	qWl-8e-sO6.text	Label	Label	
	27q-rq-qbu.text	Time Scale	Time Scale	
	dld-jq-Etq.text	2017	2017	
	nRL-iG-Wnd.text	Month	Month	
	sM6-A9-KeP.segmentTitles[0]	Day	Day	
	sM6-A9-KeP.segmentTitles[1]	Month	Month	
	sM6-A9-KeP.segmentTitles[2]	Year	Year	
	19L-gq-W5M.text	Welcome to my Daily Dozen!	Welcome to my Daily Dozen!	
	DJR-bj-qUq.text	Daily Dozen	Daily Dozen	
	Zgt-w4-qQw.text	This app was created by: - NutritionFacts.org - Christi Richards - Konstantin Khokhlov - Marc Campbell	This app was created by: - NutritionFacts.org - Christi Richards - Konstantin Khokhlov - Marc Campbell	
	dwQ-CS-gz3.text	Use this app on a daily basis to keep track of the foods and advice I recommend for optimal health and longevity in my books How Not to Die and How Not to Diet.	Use this app on a daily basis to keep track of the foods and advice I recommend for optimal health and longevity in my books How Not to Die and How Not to Diet.	
	gX5-vX-xBe.text	version 3.2.7	version 3.2.7	
	pUm-f4-zm1.text	The following open source libraries are used: RealmSwift, Charts, FSCalendar, SimpleAnimation and ActiveLabel.	The following open source libraries are used: RealmSwift, Charts, FSCalendar, SimpleAnimation and ActiveLabel.	
	Cxo-5D-YUZ.text	How Not to Die Cookbook	How Not to Die Cookbook	
	MWr-7S-G8N.text	How Not to Diet	How Not to Diet	
	beF-Xl-TAq.text	Daily Dozen Challenge	Daily Dozen Challenge	
	dRO-1W-3EK.text	Subscribe	Subscribe	
	mqA-Vp-LZ7.text	Donate	Donate	
	qGY-wh-1gB.text	About	About	
	qVR-SQ-jmS.text	Open Source	Open Source	
	uxH-8I-ydF.text	Latest Videos	Latest Videos	
	zQy-Dn-WXM.text	How Not to Die	How Not to Die	
	S0Q-oB-VgE.text	All servings	All servings	
	jBv-4d-ofX.text	Some servings	Some servings	
	sLd-Kq-bLv.text	History	History	
	Ebp-Lw-fWk.normalTitle	Advanced Utilities	Advanced Utilities	
	GiY-ao-2ee.headerTitle	Daily Reminder	Daily Reminder	
	IFs-g0-SPV.footerTitle	Set to always be one unit type or enable the 'Units:' toggle button.	Set to always be one unit type or enable the 'Units:' toggle button.	
	IFs-g0-SPV.headerTitle	Measurement Units	Measurement Units	
	OZO-Xa-v5G.segmentTitles[0]	Daily Dozen Only	Daily Dozen Only	
	OZO-Xa-v5G.segmentTitles[1]	Daily Dozen + 21 Tweaks	Daily Dozen + 21 Tweaks	
	settings_units_0_imperial	Imperial	Imperial	
	settings_units_1_metric	Metric	Metric	
	settings_units_2_toggle	Toggle Units	Toggle Units	
	WdR-XV-IyP.footerTitle	For health alone, use "Daily Dozen Only". For health and weight loss use "Daily Dozen + 21 Tweaks".	For health alone, use "Daily Dozen Only". For health and weight loss use "Daily Dozen + 21 Tweaks".	
	WdR-XV-IyP.headerTitle	21 Tweaks Visibility	21 Tweaks Visibility	
	XFw-2q-BdT.text	On	On	
	YP6-dP-Y62.text	Play Sound	Play Sound	
	itH-G7-Kal.text	Enable Reminders	Enable Reminders	
	kR3-Sa-Fpt.text	Remind me at:	Remind me at:	
	pjz-An-Ls5.text	Enable Reminders	Enable Reminders	
	YVI-sV-TDA.text	Activity	Activity	
	kho-9G-OWe.text	Units:	Units:	
	YVI-sV-TDD.text	Description	Description	
	6m3-hV-PBi.text	Negative Calorie Load	Negative Calorie Load	
	OFE-S4-S9b.text	Label	Label	
	dxC-TB-3hz.text	Label	Label	
	tweak_entry_header	21 Tweaks	21 Tweaks	
	Vbn-R9-kuu.text	100 days	100 days	
	YGb-Uj-J69.text	Label	Label	
	5eb-qC-Ke5.text	2017	2017	
	UCg-Rc-mLf.text	Month	Month	
	XdW-g4-ZUO.text	Time Scale	Time Scale	
	vXy-0q-Ind.segmentTitles[0]	Day	Day	
	vXy-0q-Ind.segmentTitles[1]	Month	Month	
	vXy-0q-Ind.segmentTitles[2]	Year	Year	
	7l0-os-Oqt.normalTitle	Clear	Clear	
	77g-xa-ali.text	Evening (right before bed)	Evening (right before bed)	
	FBJ-Im-BZk.text	Time	Time	
	NRG-eE-YhG.normalTitle	Clear	Clear	
	Tgz-om-dEk.text	lbs.	lbs.	
	g3G-kp-d2S.text	Time 	Time 	
	xCp-N8-5Uc.text	Morning (upon waking)	Morning (upon waking)	
	zV0-lA-zHj.text	lbs.	lbs.	
	OIQ-oh-3QN.normalTitle	Back to today	Back to today	
	pKR-lY-XXM.text	Today	Today	
	8ed-5m-QMc.text	Weight (lbs)	Weight (lbs)	
	FTS-2y-Iil.text	2017	2017	
	XYD-fX-adn.normalTitle	Edit Data	Edit Data	
	fcu-ZA-byN.segmentTitles[0]	Day	Day	
	fcu-ZA-byN.segmentTitles[1]	Month	Month	
	fcu-ZA-byN.segmentTitles[2]	Year	Year	
	lTR-i5-Tn0.text	Month	Month	
	v2E-Ao-OVz.text	Time Scale	Time Scale	
